runid,n,ninf,ninf_cem,true_ATT,diff,bal1,bal2,or_lm,or_bart,ps_lm,ps_bart,csm_scm,csm_avg,cem_scm,cem_avg,onenn,tmle1,aipw1,tmle2,aipw2
86,1000,3,48,0,-19.91472412579131,-6.6741417512376415,-7.8544188250163245,-10.197028659072428,-0.8926681848667852,-7.294364328266369,-3.3628774621525963,-3.1551468420719004,-15.100648274664564,-1.6650442188364707,-4.155844574326409,-4.021179213994742,-6.445293108982255,-8.14199718391143,-0.5590217024021102,-2.65411354461497
87,1000,0,23,0,-21.426734473670876,-5.191798359593122,-8.273399985293253,-9.377845107262916,-1.6405217502049525,-4.603504606033113,-5.332112007497301,0.08540633696938471,-16.778102567796054,-9.527401018435285,-13.762090441889626,-6.920269656234439,-3.517197579343459,-5.94730786322181,-0.43783017849275724,-0.43424554263632
89,1000,6,64,0,-17.83532716358198,-5.07835922018225,-6.192017826099828,-6.577724213282373,-0.5476857384262944,-3.5800713889930194,-3.194267241959267,2.3463354197921547,-11.727333063353797,-1.853986798669041,-5.13924352848008,-3.5960349857697906,-3.560513889801634,-6.650560821970375,-0.39647573378315837,-1.7126064735964697
90,1000,6,36,0,-19.36246828876196,-6.868134789897368,-8.499314391908712,-7.870811100056608,-0.8439744201397155,-5.427296427900615,-4.884979440447978,1.8610119927620872,-12.705589903513896,-2.1887358198937648,-2.9855509044783446,-5.167252407225334,-5.563421157073734,-6.6360233921902685,-0.7156564969004803,-1.156277348773148
91,1000,8,38,0,-17.01981809841294,-6.703891374309279,-7.191782387002064,-7.539015875658434,-1.6709061462366706,-7.125877543119259,-5.550867394191727,1.7670726556884802,-12.885657425673429,-3.639032261264248,-5.4129119442980596,-5.071967532899976,-4.993525630363146,-6.218852797026189,-0.6565078826055168,-3.233696654057544
92,1000,1,34,0,-20.019242976320015,-5.148531380074587,-6.056591593991612,-7.954551420968469,-0.49219581089416603,-4.015114161822424,-3.887892840129126,2.036034411586968,-14.545327065080812,-3.7615922379434608,-8.18168833379255,-5.141674297301535,-3.5985927951812235,-4.595613594021462,0.03240942421037414,-0.6796236111856546
93,1000,7,40,0,-22.164423561586375,-6.0569379608672875,-8.316424967655195,-10.500777602201303,-0.6852164397229198,-5.654821570562547,-4.27026345392585,-0.7058090715030971,-19.22214225644956,-7.61404394496094,-12.515285882618883,-7.436556683251013,-4.601150301574516,-7.437926687764081,-0.11051889483786854,-1.9360693614111475
97,1000,3,47,0,-21.275709869486207,-6.069366622100318,-8.136151453965681,-9.503806213484149,-0.6173215865849428,-6.730230692266588,-4.746358978595396,-0.0694742884867594,-17.689162163602788,-3.9506685494084195,-8.114546347968627,-6.103720592927402,-4.9360275892743495,-6.425065645754495,-0.10473152357390803,-1.9714365311835316
94,1000,1,45,0,-18.1465394078823,-6.2092351149782985,-8.29458087550222,-8.736953426093399,-1.9027650065429504,-7.606836629477698,-5.232980994246134,0.8720459945778032,-14.557070845467223,-5.278017898842705,-9.813254665150254,-4.709887694740019,-5.033382851861077,-5.306544307000064,-1.2517783104981794,-2.9392750157903915
98,1000,3,51,0,-21.696719406428144,-6.378534828212935,-8.980907482967439,-8.072296432571672,-0.9993358599348919,-5.890378722299488,-4.8026468298222085,-0.31831203685678133,-15.791079687819263,-2.748334023618611,-5.488187614658841,-4.827204244904067,-4.901826659191074,-6.515194841597407,-0.6927090909811786,-1.9822524403838815
96,1000,5,60,0,-18.104344016793448,-6.573339614078435,-7.6418659466063446,-8.752047293672634,-1.1278916562681134,-6.714562827407576,-3.594758093210089,0.9310693479081635,-13.16026736730683,-5.942410603893933,-8.678461998113534,-6.010556646458781,-5.934245014777902,-5.327254416656289,-1.4964560548142776,-2.4689957100597155
99,1000,3,37,0,-18.18880665412715,-4.897287077888592,-6.310889071002379,-7.106018466929565,-1.1014853937911897,-4.230163842675751,-4.972293450728415,-1.4733305421833904,-14.112443777305117,-3.8159901590826735,-6.238537100208561,-4.79786796640596,-3.7359673010742025,-5.375351080721165,-1.2442495998493779,-2.0691627180621284
95,1000,4,49,0,-15.855814467074879,-5.469155186173452,-7.101100985601022,-6.348540988030998,-1.4653601841063686,-6.7007992843724935,-3.53540898310834,1.5902935216430478,-11.54290500749525,-4.009858564065695,-6.077606719031593,-4.985703810489355,-4.614228481628413,-5.426863741104669,-1.0288637156297533,-3.0820452644745036
100,1000,5,38,0,-20.888105572709975,-4.6576745599480205,-6.535883883695476,-7.052693745540823,-0.8055643308149472,-1.9846012369631012,-3.693159839755964,1.288668004227361,-17.870809389667244,-3.6089969114570124,-9.11438728809162,-5.065433950941099,-3.571018930184071,-1.0745382459389188,0.17031508267456488,-1.5362527876169247
