id,name,boot_mtd,att_true,att_est,att_est_debiased,lower,upper,covered,sd_boot,n_split,mu_model,time_on_matching,time_on_bootstrap,noise,bias,N_T,N_C,deg_overlap
72,toy,A-E,2.907697058943866,2.865393398098316,2.86575958208017,2.623529235825833,3.107989928334507,1,0.12358691135425347,1,linear,1.1159999999999854,0.03299999999944703,-0.0843722918541594,-0.04230366084554937,100,100,low
73,toy,A-E,2.941077372880762,3.109440353112217,3.108069202530084,2.8921881094426256,3.323950295617542,1,0.11014341484053997,1,linear,1.1340000000000146,0.04100000000016735,0.11755157213731313,0.16836298023145524,100,100.00000000000001,low
74,toy,A-E,2.9850877508139932,3.0859817283400766,3.0852202298332436,2.8656300590585593,3.304810400607928,1,0.11203580141565538,1,linear,1.0789999999997235,0.05200000000058935,0.0412179423215388,0.10089397752608331,100,99.99999999999997,low
75,toy,A-E,3.063248161091676,3.269815606423074,3.2699598856876686,3.0130587267897635,3.5268610445855737,1,0.13107201984587,1,linear,1.0960000000004584,0.03499999999985448,0.15875392760690235,0.20656744533139904,100,99.99999999999999,low
76,toy,A-E,2.9231880799027614,3.0194115502696706,3.019263542409488,2.7726845334188432,3.265842551400133,1,0.1258056168319615,1,linear,1.1189999999996871,0.042000000000371074,0.03907648704413474,0.09622347036690915,100,100,low
77,toy,A-E,3.00604631956906,2.8621733947443317,2.8627269923255727,2.678647497908217,3.0468064867429283,1,0.09391810939661009,1,linear,1.1190000000005966,0.03499999999985448,-0.18606463756835187,-0.1438729248247288,100,100,low
78,toy,A-E,2.9327523718393422,2.949974107743712,2.9490259784718242,2.721166177340139,3.1768857796035093,1,0.11625500057739024,1,linear,1.1629999999995562,0.040000000000873115,-0.045899701934338295,0.017221735904369595,100,100,low
79,toy,A-E,3.009279020261504,3.0033568861741964,3.0022266800565287,2.7474971522965936,3.2569562078164638,1,0.12996404477547702,1,linear,1.0929999999998472,0.03600000000005821,-0.05448354008985939,-0.005922134087307462,100,100,low
80,toy,A-E,2.997244195348797,2.923763349666122,2.923851246406329,2.6928446718901746,3.1548578209224836,1,0.1178604972021196,1,linear,1.110000000000582,0.033999999999650754,-0.12623229044208634,-0.07348084568267499,100,99.99999999999997,low
81,toy,A-E,3.110476434693043,3.181068494788719,3.180965214136347,2.924749544171466,3.437180884101228,1,0.130722280594327,1,linear,1.1340000000000146,0.04700000000048021,0.002903287574777806,0.07059206009567554,100,99.99999999999999,low
